,0
265,27.037914420428013
266,15.006652367545712
267,25.573905360419815
268,26.58179337937362
269,21.4353253243616
270,17.249081150490113
271,26.729469070295178
272,24.184244019237834
273,19.185874261844212
274,15.396716179833554
275,12.32839203508954
276,16.574049152559038
277,14.015970390108658
278,18.994751099977705
279,23.390063672993737
280,17.192106540525508
281,18.212349149436896
282,12.32358088839081
283,25.44201177190449
284,16.632621671439527
285,8.465295230325786
286,26.137919713874613
287,10.928495561498666
288,11.743206819190863
